bin	gtdb.r226	midas4.8	midas4.8_top_iden	midas5.3	midas5.3_top_iden
008-AR-23.bin.1.120	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
010-BE-17.bin.2.96	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV2218.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV2218.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
012-PT-06.bin.1.110	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
012-PT-06.bin.1.816	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp016716625	FLASV299.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV299.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
013-IT-11.bin.1.178	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
016-PL-06.bin.1.318	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
018-CH-08.bin.1.457	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
021-CZ-11.bin.1.338	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9
035-MX-06.bin.1.162	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
039-SE-29.bin.1.48	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9
040-UK-14.bin.1.482	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.6	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.6
042-US1-105.bin.1.102	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
052-CH-10.bin.1.31	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
053-PL-24.bin.1.159	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
053-PL-24.bin.1.199	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp016716625	FLASV299.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9	FLASV299.1444;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	99.9
063-AU-32.bin.1.821	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
066-CH-22.bin.1.152	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV1976.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
071-HK-01.bin.1.27	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.3
076-IN-18.bin.1.19	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.2	FLASV472.1527;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_472;	98.2
092-US1-44.bin.1.30	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
098-UY-13.bin.1.250	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__JADJVJ01;s__JADJVJ01 sp937873315	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100	FLASV7719.1442;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Intrasporangiaceae,g:Tetrasphaera,s:midas_s_299;	100
006-MY-06.bin.1.316	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100
007-SA-08.bin.1.326	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100
009-AU-01.bin.1.103	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9
009-AU-01.bin.1.131	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.3	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.3
009-AU-01.bin.1.236	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.8	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.8
009-AU-01.bin.1.393	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.9
009-AU-01.bin.2.6	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	97.4	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	97.4
023-IN-14.bin.1.681	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100
051-IN-23.bin.2.11	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.8	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.8
060-AU-05.bin.1.1088	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9
061-AU-11.bin.1.211	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9
071-HK-01.bin.1.11	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100
071-HK-01.bin.2.148	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.7	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.7
073-IL-01.bin.1.20	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6
073-IL-01.bin.1.389	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.8	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.8
074-IN-03.bin.1.276	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.7	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	98.7
076-IN-18.bin.1.537	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.9
089-SG-01.bin.1.115	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	100
091-US1-126.bin.1.746	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6
093-US1-47.bin.1.132	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	99.6
094-US2-01.bin.1.53	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	95.9
095-US2-13.bin.1.586	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__JAWKJK01;g__JAWKJK01;s__	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	97.4	FLASV89191.1339;tax=d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:midas_o_5,f:midas_f_5,g:midas_g_100,s:midas_s_89191;	97.4
003-CA-05.bin.1.66	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
014-ES-23.bin.1.491	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
015-DE-14.bin.1.366	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
016-PL-06.bin.1.30	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
018-CH-08.bin.1.366	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
020-NO1-03.bin.1.140	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__	FLASV2640.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV2640.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
020-NO1-03.bin.2.97	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__	FLASV4583.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV4583.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
021-CZ-11.bin.1.361	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
025-FI-01.bin.1.315	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__	FLASV9164.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	99.8	FLASV9164.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	99.8
026-AT-03.bin.1.1	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__PBB1 sp017986065	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV1823.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
037-NO2-03.bin.1.233	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PBB1;s__	FLASV9164.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100	FLASV9164.1453;tax=d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:Rhizobacter_profundi;	100
