genome_id	record_id	region	start	end	contig_edge	product	KCB_hit	KCB_acc	KCB_%	record_desc	Category	n_Category	OLD_gtdb_classification	gtdbtk_organism_name	ncbi_organism_name	Contamination (%)	Completeness (%)	cluster95	Database	Domain	Phylum	Class	Order	Family	Genus	Species	MiDAS_classification	HQ	shared_name
GCF_016127915.1_ASM1612791v1_genomic	GCF_016127915.1_ASM1612791v1_genomic_krakentaxid3015763HumGut_15763_1.region001	1	479991	494716	FALSE	alpha-glucansucrase				kraken:taxid|3015763|HumGut_15763_1 NZ_CP066059.1 Streptococcus oralis strain FDAARGOS_1021 chromosome, complete genome	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.398406374501992	99.867197875166	2198	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BO			GCF_016127915.1_ASM1612791v1_genomic_krakentaxid3015763HumGut_15763_1.region001.gbk_region_1
GUT_GENOME093151	GUT_GENOME093151_krakentaxid3019765HumGut_19765_25.region001	1	0	13028	TRUE	lactobacillus_eps				kraken:taxid|3019765|HumGut_19765_25 GUT_GENOME093151_25	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000448565	s__Streptococcus sp000448565	Streptococcus sp. HSISM1	1.48	78.8	2987	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__			GUT_GENOME093151_krakentaxid3019765HumGut_19765_25.region001.gbk_region_1
GCF_003943615.1_ASM394361v1_genomic	GCF_003943615.1_ASM394361v1_genomic_krakentaxid3012978HumGut_12978_3.region001	1	222292	248707	FALSE	lactobacillus_eps				kraken:taxid|3012978|HumGut_12978_3 NZ_RJPZ01000003.1 Streptococcus australis strain G1 D8785_contig003, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000479315	s__Streptococcus sp000479315	Streptococcus sp. I-P16	0	99.8305084745763	1701	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus australis_C			GCF_003943615.1_ASM394361v1_genomic_krakentaxid3012978HumGut_12978_3.region001.gbk_region_1
GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic	GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic_krakentaxid3019720HumGut_19720_6.region001	1	306918	334733	FALSE	Uncharacterised				kraken:taxid|3019720|HumGut_19720_6 NZ_FNKE01000001.1 Streptococcus equinus strain Sb05, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus_B	s__Streptococcus equinus_B	Streptococcus equinus	0	100	2982	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus equinus_B			GCF_900101445.1_IMG-taxon_2654588139_annotated_assembly_genomic_krakentaxid3019720HumGut_19720_6.region001.gbk_region_1
GCF_001078705.1_Streptococcus_sanguinis_2908_genomic	GCF_001078705.1_Streptococcus_sanguinis_2908_genomic_krakentaxid3017180HumGut_17180_1.region001	1	476774	491097	FALSE	alpha-glucansucrase				kraken:taxid|3017180|HumGut_17180_1 NZ_CDMW01000001.1 Streptococcus sanguinis strain 2908, whole genome shotgun sequence	Sucrase	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_D	s__Streptococcus sanguinis_D	Streptococcus sanguinis	0	100	2461	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sanguinis_D			GCF_001078705.1_Streptococcus_sanguinis_2908_genomic_krakentaxid3017180HumGut_17180_1.region001.gbk_region_1
GUT_GENOME108993	GUT_GENOME108993_krakentaxid3019786HumGut_19786_4.region001	1	7289	34112	TRUE	Uncharacterised				kraken:taxid|3019786|HumGut_19786_4 GUT_GENOME108993_4	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	g__Bacteroides	Bacteroides xylanisolvens XB1A	1.12	96.13	2991	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides sp905207245			GUT_GENOME108993_krakentaxid3019786HumGut_19786_4.region001.gbk_region_1
GCF_013276505.1_ASM1327650v1_genomic	GCF_013276505.1_ASM1327650v1_genomic_krakentaxid3015613HumGut_15613_1.region001	1	63206	83873	FALSE	lactobacillus_eps				kraken:taxid|3015613|HumGut_15613_1 NZ_VMLC01000001.1 Streptococcus sp. 5905 5905_S30_L001_R1_001_(paired)_contig_1, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.199203187250996	99.867197875166	2176	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp013276505			GCF_013276505.1_ASM1327650v1_genomic_krakentaxid3015613HumGut_15613_1.region001.gbk_region_1
GUT_GENOME000831	GUT_GENOME000831_krakentaxid3011293HumGut_11293_4.region001	1	90923	135028	FALSE	Uncharacterised				kraken:taxid|3011293|HumGut_11293_4 GUT_GENOME000831_4	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis_A	s__Bacteroides intestinalis_A	Bacteroides intestinalis	1.31	99.13	1072	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides intestinalis_A			GUT_GENOME000831_krakentaxid3011293HumGut_11293_4.region001.gbk_region_1
GUT_GENOME018445	GUT_GENOME018445_krakentaxid3018408HumGut_18408_7.region001	1	16256	38624	TRUE	Uncharacterised				kraken:taxid|3018408|HumGut_18408_7 GUT_GENOME018445_7	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gallolyticus	s__Streptococcus gallolyticus	Streptococcus gallolyticus subsp. gallolyticus DSM 16831	0.12	99.63	2718	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp934196125			GUT_GENOME018445_krakentaxid3018408HumGut_18408_7.region001.gbk_region_1
GCF_013304385.1_ASM1330438v1_genomic	GCF_013304385.1_ASM1330438v1_genomic_krakentaxid3003584HumGut_3584_132.region001	1	2219	28962	TRUE	Uncharacterised				kraken:taxid|3003584|HumGut_3584_132 NZ_JAAITU010000005.1 Blautia glucerasea strain MSK.21.93 NODE_5_length_135858_cov_152.94, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066505	s__Blautia_A sp900066505	uncultured Blautia sp.	0.632911392405063	99.367088607595	236	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A ammoniilytica			GCF_013304385.1_ASM1330438v1_genomic_krakentaxid3003584HumGut_3584_132.region001.gbk_region_1
GUT_GENOME188425	GUT_GENOME188425_krakentaxid3018790HumGut_18790_29.region001	1	0	33165	TRUE	Uncharacterised				kraken:taxid|3018790|HumGut_18790_29 GUT_GENOME188425_29	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900551075	s__Blautia_A sp900551075	uncultured Blautia sp.	3.27	93.67	2796	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp900551075			GUT_GENOME188425_krakentaxid3018790HumGut_18790_29.region001.gbk_region_1
GCF_003944215.1_ASM394421v1_genomic	GCF_003944215.1_ASM394421v1_genomic_krakentaxid3016142HumGut_16142_2.region001	1	77583	100097	FALSE	lactobacillus_eps				kraken:taxid|3016142|HumGut_16142_2 NZ_RJVZ01000002.1 Streptococcus oralis strain BCA1 D8804_contig002, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BI	s__Streptococcus oralis_BI	Streptococcus oralis	0.199203187250996	98.67197875166	2282	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BI			GCF_003944215.1_ASM394421v1_genomic_krakentaxid3016142HumGut_16142_2.region001.gbk_region_1
GCF_001650315.1_ASM165031v1_genomic	GCF_001650315.1_ASM165031v1_genomic_krakentaxid3013525HumGut_13525_46.region001	1	144279	168515	FALSE	lactobacillus_eps				kraken:taxid|3013525|HumGut_13525_46 NZ_LVJM01000046.1 Streptococcus sp. CCUG 49591 contig_6, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001650315	s__Streptococcus sp001650315	Streptococcus sp. CCUG 49591	1.00708277999115	99.7369109420902	1789	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus sp001650315			GCF_001650315.1_ASM165031v1_genomic_krakentaxid3013525HumGut_13525_46.region001.gbk_region_1
GUT_GENOME065010	GUT_GENOME065010_krakentaxid3006556HumGut_6556_1.region001	1	4690	48291	TRUE	Uncharacterised				kraken:taxid|3006556|HumGut_6556_1 GUT_GENOME065010_1	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	g__Anaerostipes	uncultured Eubacterium sp.	0	51.2	654	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__			GUT_GENOME065010_krakentaxid3006556HumGut_6556_1.region001.gbk_region_1
GCF_009727065.1_ASM972706v1_genomic	GCF_009727065.1_ASM972706v1_genomic_krakentaxid3018377HumGut_18377_18.region001	1	104021	153613	TRUE	Uncharacterised				kraken:taxid|3018377|HumGut_18377_18 NZ_WNLP01000005.1 Bifidobacterium sp. GSD1FS Contig_5, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp900551485	s__Bifidobacterium sp900551485	uncultured Bifidobacterium sp.	0.567901234567901	98.847619047619	2709	HumGut	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium canis			GCF_009727065.1_ASM972706v1_genomic_krakentaxid3018377HumGut_18377_18.region001.gbk_region_1
GCF_000148525.1_ASM14852v1_genomic	GCF_000148525.1_ASM14852v1_genomic_krakentaxid3020828HumGut_20828_7.region001	1	46136	78145	TRUE	lactobacillus_eps				kraken:taxid|3020828|HumGut_20828_7 NZ_AEDU01000029.1 Streptococcus mitis SK564 contig5, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_H	s__Streptococcus mitis_H	Streptococcus mitis SK564	0.239043824701195	99.8173970783532	3246	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_H			GCF_000148525.1_ASM14852v1_genomic_krakentaxid3020828HumGut_20828_7.region001.gbk_region_1
GUT_GENOME249924	GUT_GENOME249924_krakentaxid3021223HumGut_21223_9.region001	1	8291	39617	TRUE	Uncharacterised				kraken:taxid|3021223|HumGut_21223_9 GUT_GENOME249924_9	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides nordii	s__Bacteroides nordii	Bacteroides nordii WAL 11050 = JCM 12987	0	77.93	1268	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides nordii			GUT_GENOME249924_krakentaxid3021223HumGut_21223_9.region001.gbk_region_1
GCF_000221165.1_ASM22116v2_genomic	GCF_000221165.1_ASM22116v2_genomic_krakentaxid3015773HumGut_15773_2.region001	1	917238	937808	FALSE	lactobacillus_eps				kraken:taxid|3015773|HumGut_15773_2 NZ_AFUO01000001.1 Streptococcus mitis bv. 2 str. F0392 Contig16, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AX	s__Streptococcus mitis_AX	Streptococcus mitis bv. 2 str. F0392	0.199203187250996	99.867197875166	2200	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AX			GCF_000221165.1_ASM22116v2_genomic_krakentaxid3015773HumGut_15773_2.region001.gbk_region_1
GCF_009496905.1_ASM949690v1_genomic	GCF_009496905.1_ASM949690v1_genomic_krakentaxid3014540HumGut_14540_11.region001	1	261276	285952	TRUE	lactobacillus_eps				kraken:taxid|3014540|HumGut_14540_11 NZ_WIJB01000002.1 Streptococcus mitis strain SM50 NODE_2_length_296961_cov_19.866191, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BB	s__Streptococcus mitis_BB	Streptococcus mitis	0.371845949535193	99.7811783170349	1977	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_CG			GCF_009496905.1_ASM949690v1_genomic_krakentaxid3014540HumGut_14540_11.region001.gbk_region_1
GCF_001688725.2_ASM168872v2_genomic	GCF_001688725.2_ASM168872v2_genomic_krakentaxid3003440HumGut_3440_1.region001	1	2146783	2172427	FALSE	Uncharacterised				kraken:taxid|3003440|HumGut_3440_1 NZ_CP015401.2 Bacteroides caecimuris strain I48 chromosome, complete genome	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caecimuris	s__Bacteroides caecimuris	Bacteroides caecimuris	0.728155339805825	88.9181692094313	222	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides caecimuris			GCF_001688725.2_ASM168872v2_genomic_krakentaxid3003440HumGut_3440_1.region001.gbk_region_1
GUT_GENOME065636	GUT_GENOME065636_krakentaxid3015158HumGut_15158_12.region001	1	0	12089	TRUE	lactobacillus_eps				kraken:taxid|3015158|HumGut_15158_12 GUT_GENOME065636_12	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900555155	s__Streptococcus sp900555155	uncultured Streptococcus sp.	2.28	74.32	2093	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BC			GUT_GENOME065636_krakentaxid3015158HumGut_15158_12.region001.gbk_region_1
GCF_003865075.1_ASM386507v1_genomic	GCF_003865075.1_ASM386507v1_genomic_krakentaxid3010256HumGut_10256_2.region001	1	4042	34117	TRUE	Uncharacterised				kraken:taxid|3010256|HumGut_10256_2 NZ_BHWB01000002.1 Bacteroides sp. KCTC 15687 Contigs02, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp003865075	s__Bacteroides sp003865075	Bacteroides sp. KCTC 15687	3.25278810408922	98.6679058240397	1313	HumGut	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__Bacteroides faecalis			GCF_003865075.1_ASM386507v1_genomic_krakentaxid3010256HumGut_10256_2.region001.gbk_region_1
GCF_001660175.1_ASM166017v1_genomic	GCF_001660175.1_ASM166017v1_genomic_krakentaxid3014683HumGut_14683_6.region001	1	78233	109717	FALSE	colanic				kraken:taxid|3014683|HumGut_14683_6 NZ_LFHY01000014.1 Escherichia sp. B1147 EC2821_c14, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia sp001660175	s__Escherichia sp001660175	Escherichia sp. B1147	0.070271164021164	99.2559523809524	2009	HumGut	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia whittamii			GCF_001660175.1_ASM166017v1_genomic_krakentaxid3014683HumGut_14683_6.region001.gbk_region_1
GUT_GENOME000583	GUT_GENOME000583_krakentaxid3011795HumGut_11795_6.region001	1	40081	89563	FALSE	Uncharacterised				kraken:taxid|3011795|HumGut_11795_6 GUT_GENOME000583_6	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp000432195	s__Blautia sp000432195	Firmicutes bacterium CAG:424	0	99.36	1519	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	s__Blautia sp000432195			GUT_GENOME000583_krakentaxid3011795HumGut_11795_6.region001.gbk_region_1
GCF_003943815.1_ASM394381v1_genomic	GCF_003943815.1_ASM394381v1_genomic_krakentaxid3017121HumGut_17121_4.region001	1	0	16752	TRUE	lactobacillus_eps				kraken:taxid|3017121|HumGut_17121_4 NZ_RJNA01000004.1 Streptococcus cristatus strain BCC51 D8872_contig004, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus_F	s__Streptococcus cristatus_F	Streptococcus cristatus	0	100	2450	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus cristatus_F			GCF_003943815.1_ASM394381v1_genomic_krakentaxid3017121HumGut_17121_4.region001.gbk_region_1
GUT_GENOME225467	GUT_GENOME225467_krakentaxid3000253HumGut_253_616.region001	1	0	2581	TRUE	pel-like				kraken:taxid|3000253|HumGut_253_616 GUT_GENOME225467_616	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	s__Faecalibacterium prausnitzii_G	Faecalibacterium prausnitzii	3.07	69.35	34	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum			GUT_GENOME225467_krakentaxid3000253HumGut_253_616.region001.gbk_region_1
GUT_GENOME001270	GUT_GENOME001270_krakentaxid3002807HumGut_2807_8.region001	1	81157	110825	TRUE	Uncharacterised				kraken:taxid|3002807|HumGut_2807_8 GUT_GENOME001270_8	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003477525	s__Blautia_A sp003477525	Ruminococcus sp. AF41-9	0.13	98.73	168	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A sp003477525			GUT_GENOME001270_krakentaxid3002807HumGut_2807_8.region001.gbk_region_1
GUT_GENOME224174	GUT_GENOME224174_krakentaxid3000149HumGut_149_454.region001	1	0	3579	TRUE	pel-like				kraken:taxid|3000149|HumGut_149_454 GUT_GENOME224174_454	Synthase	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	s__Faecalibacterium prausnitzii_G	Faecalibacterium prausnitzii	1.72	59.41	22	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum			GUT_GENOME224174_krakentaxid3000149HumGut_149_454.region001.gbk_region_1
GCF_013305725.1_ASM1330572v1_genomic	GCF_013305725.1_ASM1330572v1_genomic_krakentaxid3014229HumGut_14229_1.region001	1	1039444	1064657	FALSE	Uncharacterised				kraken:taxid|3014229|HumGut_14229_1 NZ_CP047883.1 Streptococcus mitis strain S022-V3-A4 chromosome, complete genome	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.909694555112882	99.8173970783532	1921	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_BO			GCF_013305725.1_ASM1330572v1_genomic_krakentaxid3014229HumGut_14229_1.region001.gbk_region_1
GUT_GENOME060545	GUT_GENOME060545_krakentaxid3016515HumGut_16515_46.region001	1	0	16039	TRUE	Uncharacterised				kraken:taxid|3016515|HumGut_16515_46 GUT_GENOME060545_46	Uncharacterised	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	s__Anaerostipes caccae	Anaerostipes caccae DSM 14662	4.03	99.33	1554	HumGut	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes caccae			GUT_GENOME060545_krakentaxid3016515HumGut_16515_46.region001.gbk_region_1
GCF_000222705.1_ASM22270v2_genomic	GCF_000222705.1_ASM22270v2_genomic_krakentaxid3016487HumGut_16487_10.region001	1	50858	78732	TRUE	Uncharacterised				kraken:taxid|3016487|HumGut_16487_10 NZ_AFUB01000057.1 Streptococcus mitis bv. 2 str. SK95 contig00009, whole genome shotgun sequence	Uncharacterised	1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_AY	s__Streptococcus mitis_AY	Streptococcus mitis bv. 2 str. SK95	0.235421948569359	99.867197875166	2339	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus mitis_AY			GCF_000222705.1_ASM22270v2_genomic_krakentaxid3016487HumGut_16487_10.region001.gbk_region_1
GCF_015561235.1_ASM1556123v1_genomic	GCF_015561235.1_ASM1556123v1_genomic_krakentaxid3014336HumGut_14336_1.region001	1	1124222	1148360	FALSE	lactobacillus_eps				kraken:taxid|3014336|HumGut_14336_1 NZ_JADMTC010000001.1 Streptococcus oralis strain 1001095IJ_161003_A5 NODE_1_length_1483818_cov_29.5294, whole genome shotgun sequence	Wzx/Wzy	3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	g__Streptococcus	Streptococcus oralis subsp. tigurinus AZ_3a	0.730411686586985	99.867197875166	1937	HumGut	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus oralis_BK			GCF_015561235.1_ASM1556123v1_genomic_krakentaxid3014336HumGut_14336_1.region001.gbk_region_1
