Bin_id,Contig_num,Genome_size (bp),N50 (bp),GC (%),Completeness (%),Contamination (%),Group,Estimated_genome_size (bp),Gene_number,Gene_length (bp),Average_gene_length (bp),Gene_GC (%),Coding_density (%),WD40,BGC,ARG,Cas,MGE,GTDB_taxonomy (v207)
OceanDNA-a1,83,536854,10029,32.97,69.78,0,OMD_OceanDNA,769352,629,450604,716.38,33.14,83.93,0,0,0,0,0,d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GCA-2688965;g__GCA-2688965;s__GCA-2688965 sp002688965
GOMC.bin.10424,38,921209,37214,33.32,84.59,0,our_OceanDNA,1089028,914,824115,901.66,33.79,89.46,0,0,1,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__JAACEG01;f__JAACEG01;g__JABIDK01;s__JABIDK01 sp018651725
GOMC.bin.10426,18,1012214,101915,33.88,76.64,0,our_OceanDNA,1320739,1133,933754,824.14,34.18,92.25,0,0,0,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JABIAG01;g__JABIAG01;s__JABIAG01 sp018653365
GOMC.bin.10427,47,928479,48518,36.93,78.04,0,our_OceanDNA,1189748,919,805477,876.47,37.11,86.75,0,0,0,0,0,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__UBA922;g__JABIBU01;s__JABIBU01 sp018652595
GOMC.bin.10437,48,837878,33687,41.8,83.08,0,our_OceanDNA,1008519,794,722715,910.22,42.37,86.26,1,0,1,0,0,d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__JABJEI01;g__JABJEI01;s__JABJEI01 sp018663245
GOMC.bin.10438,24,858206,83589,32.66,77.57,0,our_OceanDNA,1106363,1004,783398,780.28,33.04,91.28,0,0,1,0,0,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR9;g__1-14-0-10-32-24;s__1-14-0-10-32-24 sp018655525
GOMC.bin.10440,1104,4090644,4295,37.17,72.53,2.84,our,5479760,5323,2978600,559.57,37.76,72.81,2,5,0,4,0,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Scalinduaceae;g__Scalindua;s__Scalindua rubra_A
GOMC.bin.10441,400,2578521,8823,51.61,79.41,0,our,3247099,3038,2181451,718.05,51.82,84.6,0,0,1,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2146;s__
GOMC.bin.10442,485,1630367,3664,46.71,68.68,0.1,our,2371486,2039,1264446,620.13,47.26,77.56,0,0,0,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__J089;g__;s__
GOMC.bin.10443,748,3663727,5907,49.21,82.44,4.47,our,4245461,4598,2928093,636.82,50.39,79.92,0,4,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__
GOMC.bin.10444,47,1546699,55761,51.59,81.03,0,our,1908798,1560,1425283,913.64,52.22,92.15,0,0,0,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GCF-002020875;g__Thiopontia;s__
GOMC.bin.10446,201,681569,3708,31.18,55.02,0,our,1238766,895,524302,585.81,31.67,76.93,0,0,0,0,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
GOMC.bin.10447,109,1325050,17526,36.91,99.34,1.92,our_OMD_OceanDNA,1308243,1409,1192469,846.32,37.48,89.99,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thioglobus_B;s__Thioglobus_B perditus
GOMC.bin.10448,530,1863390,3979,45.54,75.09,1.65,our,2440597,1771,1391125,785.5,46.11,74.66,0,1,0,0,0,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__SBBL01;f__JAADHI01;g__;s__
GOMC.bin.10450,32,610057,26400,41.8,69.06,0,our,883372,656,546476,833.04,42.29,89.58,0,0,1,0,0,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__;s__
GOMC.bin.10451,93,2185090,59871,37.51,87.91,1.65,our,2444587,2029,2014437,992.82,37.84,92.19,0,0,0,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__UBA2126 sp002256485
GOMC.bin.10452,274,2615007,13527,43.8,94.02,1.63,our,2735995,2934,2246305,765.61,44.49,85.9,0,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Kangiellaceae;g__Kangiella;s__
GOMC.bin.10453,691,4014835,7236,34.19,71.45,0.62,our,5584245,2806,2346620,836.29,36.61,58.45,12,6,0,0,1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Trichodesmium;s__Trichodesmium erythraeum
GOMC.bin.10455,529,1731672,3584,50.64,85.49,3.56,our,1953473,1713,1309301,764.33,51.67,75.61,0,0,0,0,0,d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__SZUA-178;s__
GOMC.bin.10456,473,2118833,5937,51.55,86.63,5.12,our,2320615,2167,1692739,781.14,52.1,79.89,2,1,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__SZUA-150;g__;s__
GOMC.bin.10457,505,3789086,11190,40.94,89.97,4.13,our,4037564,3460,3108534,898.42,42.08,82.04,0,4,1,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__
GOMC.bin.10460,211,2815602,20362,41.59,94.85,1.76,our,2916233,2526,2368495,937.65,42.39,84.12,0,3,3,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__PZPK01;s__
GOMC.bin.10463,370,1715825,5150,54.07,67.89,1.69,our,2484648,1698,1354151,797.5,54.81,78.92,0,0,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__DSM-45221;g__BACL24;s__
GOMC.bin.10465,266,1669961,8434,46.16,75.88,1.07,our_OMD_OceanDNA,2177244,1325,1353193,1021.28,46.15,81.03,0,4,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__
GOMC.bin.10467,103,1519550,21869,51.41,82.26,0.18,our,1843928,1471,1351932,919.06,51.82,88.97,0,1,1,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
GOMC.bin.10468,986,6255646,8899,66.99,91.53,2.57,our,6658883,5871,5263100,896.46,67.68,84.13,0,7,4,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas tsuruhatensis
GOMC.bin.10475,438,2524707,7625,57.8,88.78,1.98,our_OMD_OceanDNA,2787472,2468,2029409,822.29,58.67,80.38,0,3,0,0,0,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__
GOMC.bin.10493,44,1461451,115536,32.86,94.78,0.87,our_OceanDNA,1528525,1458,1344779,922.34,33.63,92.02,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__TMED25;g__CAJIYR01;s__CAJIYR01 sp905181735
GOMC.bin.10495,367,2856947,11631,59.45,95.65,3.12,our_OceanDNA,2893686,3087,2495064,808.25,59.93,87.33,0,1,1,0,1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABJAG01;s__
GOMC.bin.10497,131,2532477,27305,32.65,94.35,1.65,our,2639842,2289,2225688,972.34,33.04,87.89,0,2,0,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__;g__;s__
GOMC.bin.10498,261,3159754,18678,39.71,94.94,4.46,our,3179723,2831,2664775,941.28,40.49,84.33,0,1,2,0,0,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfotalea;s__
GOMC.bin.10499,19,1389508,163633,31.72,82.67,0.11,our,1678940,1335,1304473,977.13,32.03,93.88,0,0,0,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__
GOMC.bin.10500,80,1997940,45579,33.26,91.15,7.27,our,2032572,1996,1803759,903.69,33.54,90.28,0,1,1,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__MAG-NZ;f__MAG-NZ;g__Zrk6;s__
GOMC.bin.10501,792,9551698,18226,56.04,96.83,3.23,our,9545779,7390,7298348,987.6,57.5,76.41,1,12,1,3,0,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__
GOMC.bin.10502,74,3783401,95031,38.07,93.62,3.55,our,3897768,3532,3392236,960.43,38.55,89.66,0,5,0,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__JAFGTX01;s__
GOMC.bin.10503,189,4915657,37226,36.67,98.32,5.31,our,4734170,4269,4352750,1019.62,37,88.55,0,1,2,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Petrocella;s__
GOMC.bin.10504,98,4635054,112963,37.17,87.94,5.91,our,4959202,4098,4101037,1000.74,37.78,88.48,0,3,1,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__;s__
GOMC.bin.10505,104,3166661,59775,32.28,71.9,1.19,our,4351847,2494,2820885,1131.07,32.86,89.08,0,0,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__
GOMC.bin.10506,138,1824446,21951,32.34,68.11,1.33,our,2643049,1700,1580972,929.98,32.72,86.65,0,1,0,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemoplasma_B;s__
GOMC.bin.10507,113,5146933,89209,37.46,94.09,2.15,our,5352613,4085,4502278,1102.15,38.15,87.47,0,4,1,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA12170;g__;s__
GOMC.bin.10508,395,3951565,13151,48.22,71.9,3.45,our,5306309,3568,3395766,951.73,49.25,85.93,0,3,3,0,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Maridesulfovibrio;s__
GOMC.bin.10509,658,3287262,5903,50.03,84.65,2.16,our,3799477,3348,2714548,810.8,50.71,82.58,0,0,1,0,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__
GOMC.bin.10510,217,626432,3135,35.17,54.03,0.14,our,1157792,651,476261,731.58,35.44,76.03,0,0,0,0,0,d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__;g__;s__
GOMC.bin.10511,158,1383114,11161,40.5,94.92,0,our,1457137,1338,1218130,910.41,40.86,88.07,0,0,2,0,0,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Mesoaciditogales;f__Mesoaciditogaceae;g__WFSH01;s__
GOMC.bin.10512,395,1773244,5345,40.36,74.91,1.08,our,2341601,1491,1370023,918.86,41.18,77.26,0,1,2,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__SZUA-53;s__
GOMC.bin.10513,260,1166397,4834,51.82,60.95,0,our,1913695,1162,950267,817.79,52.28,81.47,0,3,0,0,0,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__
GOMC.bin.10514,164,1629610,14577,43.15,91.18,0.84,our,1772232,1567,1415088,903.06,43.51,86.84,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__GCA-2401635;s__
GOMC.bin.10515,149,2327736,24081,46.83,96.41,0.06,our,2412965,2221,2101187,946.05,47.44,90.27,0,6,2,1,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__
GOMC.bin.10516,340,2247396,9412,38.77,96.7,0,our,2324091,2016,1840528,912.96,39.17,81.9,0,0,0,0,0,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__
GOMC.bin.10517,586,2209349,4381,39.96,85.31,0.74,our,2570625,1892,1680837,888.39,40.51,76.08,0,0,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__S012-47;g__;s__
GOMC.bin.10518,1113,3750037,3710,61.3,75.65,2.02,our,4856955,3739,2885714,771.79,62.01,76.95,1,3,0,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UCB3;f__JAANWY01;g__;s__
GOMC.bin.10519,683,1750409,2645,46.17,58.88,0.77,our,2949950,1667,1231155,738.55,47,70.34,0,3,0,0,1,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2156;g__UBA2156;s__
GOMC.bin.10536,305,2010418,9076,41.49,83.94,2,our_OMD_OceanDNA,2347164,1811,1697375,937.26,41.92,84.43,1,0,0,0,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657;s__
GOMC.bin.10542,580,3554041,8701,64.2,89.14,0.81,our_OceanDNA,3954738,3359,3078950,916.63,64.09,86.63,0,2,2,0,0,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__;g__;s__
GOMC.bin.10545,592,3960831,9687,66.04,92.74,2.74,our_OceanDNA,4153876,3443,3274647,951.1,66.45,82.68,0,5,0,0,0,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA8438;g__NP936;s__NP936 sp015659035
GOMC.bin.10546,42,1135299,48546,42.33,99.51,1.94,our_OceanDNA,1118756,1196,1023606,855.86,42.95,90.16,0,4,0,0,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__;s__
GOMC.bin.10558,152,1665100,18420,47.25,92.23,0.81,our_OceanDNA,1790754,1635,1401782,857.36,47.75,84.19,0,1,0,0,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA141;g__UBA141;s__
GOMC.bin.10564,200,1002263,6349,36.68,81.9,6.11,our_OceanDNA,1148992,1030,840049,815.58,36.86,83.82,0,0,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__
GOMC.bin.10568,416,2924107,9857,62.39,89.98,1.16,our_OMD_OceanDNA,3212033,2723,2521753,926.09,62.6,86.24,0,2,0,0,0,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA822;s__
GOMC.bin.10587,279,1743562,7790,60.2,76.69,2.4,our_OceanDNA,2218955,1575,1483861,942.13,60.53,85.11,0,1,1,0,0,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__;s__
GOMC.bin.10588,676,3385517,6544,60.63,92.31,1.19,our_OceanDNA,3623908,3408,2752059,807.53,61.46,81.29,0,2,0,0,0,d__Bacteria;p__UBA8248;c__UBA8248;o__UBA8248;f__UBA8248;g__;s__
GOMC.bin.10596,202,1707030,12489,57.87,92.4,2.17,our_OceanDNA,1807346,1672,1467573,877.74,58.67,85.97,0,1,0,0,0,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__
GOMC.bin.10599,432,2006214,5465,38.33,79.62,4.96,our,2394757,1820,1582712,869.62,38.78,78.89,7,0,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__
GOMC.bin.10600,300,2535615,12462,38.28,91.12,1.26,our,2747658,2169,2041639,941.28,39.24,80.52,1,3,1,1,0,d__Bacteria;p__SAR324;c__SAR324;o__XYD2-FULL-50-16;f__;g__;s__
GOMC.bin.10601,211,2057169,15141,39.81,97.7,0.57,our,2093596,2089,1793711,858.65,40.66,87.19,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__JABDGN01;f__JABDGN01;g__;s__
GOMC.bin.10602,110,1571663,23076,40.51,88.91,0.35,our,1761514,1581,1425704,901.77,40.96,90.71,1,4,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
GOMC.bin.10603,582,1626846,2880,29.15,71.57,2.03,our,2226940,1589,1173725,738.66,29.53,72.15,0,0,1,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__CAIJNA01;s__
GOMC.bin.10604,121,1498483,17805,37.82,86.5,0.4,our,1725421,1328,1253882,944.19,38.53,83.68,0,1,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8317;f__UBA8317;g__;s__
GOMC.bin.10605,582,2844785,5554,48.21,73.25,1.08,our,3841722,2341,2133863,911.52,48.73,75.01,1,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Teredinibacter;s__Teredinibacter franksiae
GOMC.bin.10606,100,2324793,34753,36.34,95.37,0.19,our,2433025,2116,2064858,975.83,37.07,88.82,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__
GOMC.bin.10607,576,2373629,4819,61.56,69.83,1.72,our,3340688,2471,1967545,796.25,61.82,82.89,0,4,3,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseinatronobacter;s__
GOMC.bin.10608,146,2747363,38404,42.39,96.77,0,our,2839065,2346,2385146,1016.69,42.9,86.82,0,6,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__Salibacter;s__
GOMC.bin.10609,560,2762873,6626,36.88,87.48,4.13,our,3027854,2366,2173450,918.62,37.35,78.67,1,2,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Brumimicrobium;s__
GOMC.bin.10610,354,1518066,5041,40.32,70.42,1.59,our,2121455,1356,1190125,877.67,41.1,78.4,0,2,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__
GOMC.bin.10611,259,1372094,7044,57.66,76.17,1.27,our,1778480,1374,1187244,864.08,57.85,86.53,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__
GOMC.bin.10612,162,1569311,16352,59.57,77.07,0,our,2036215,1483,1419300,957.05,59.81,90.44,0,3,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Wenzhouxiangellaceae;g__Wenzhouxiangella;s__
GOMC.bin.10613,431,2338070,7092,58.79,51.18,0,our,4568327,2363,2031824,859.85,59.2,86.9,0,5,0,0,0,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Lentibacter;s__
GOMC.bin.10615,708,3947577,7297,35.89,87.74,3.07,our,4361051,3072,2857659,930.23,37.38,72.39,3,2,1,1,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JAFMDF01;s__
GOMC.bin.10616,400,2122846,6958,33,88.51,0.98,our,2374920,1808,1685639,932.32,33.62,79.4,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__Psychroflexus salis
GOMC.bin.10617,501,1845250,3954,54.26,64.81,2.8,our,2767448,1671,1390319,832.03,54.44,75.35,0,2,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
GOMC.bin.10618,352,2314254,10359,39.18,88.87,0.6,our,2588465,2022,1947726,963.27,39.46,84.16,1,3,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA5081;s__
GOMC.bin.10619,544,1810742,3703,61.41,72.38,1.92,our,2453683,1850,1492224,806.61,61.71,82.41,1,7,0,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__
GOMC.bin.10620,205,1534747,10014,43.16,64.83,0,our,2367341,1401,1236551,882.62,44.22,80.57,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__
GOMC.bin.10622,195,2929586,32096,40.01,96.85,6.54,our,2827043,2606,2606099,1000.04,40.3,88.96,0,2,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__;s__
GOMC.bin.10623,331,2825019,12562,40.14,90.73,2.42,our,3038304,2430,2422413,996.88,40.51,85.75,0,3,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__GCA-2705995;s__
GOMC.bin.10624,156,2635777,31209,59.68,96.98,0.83,our,2695298,2510,2382570,949.23,59.95,90.39,0,1,2,0,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__
GOMC.bin.10625,238,765755,3592,57.07,50.08,0,our,1529063,738,596073,807.69,57.17,77.84,0,3,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__
GOMC.bin.10626,267,1917915,10054,55.87,89.78,2.59,our,2080910,1962,1673442,852.93,56.15,87.25,0,0,0,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__
GOMC.bin.10627,262,2182912,13148,40.8,90.61,1.03,our,2384315,1915,1850645,966.39,41.47,84.78,0,2,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__Glaciecola sp000155775
GOMC.bin.10628,579,3015045,6996,31.15,70.75,2.23,our,4166515,2608,2367903,907.94,31.65,78.54,0,5,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__
GOMC.bin.10629,145,822828,7175,44.93,80.66,1.45,our,1005327,855,690166,807.21,45.27,83.88,0,1,1,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__CSBR16-87;s__
GOMC.bin.10630,361,1846922,7266,65.82,89.44,0.76,our,2049290,1885,1623712,861.39,66.01,87.91,0,8,2,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__
GOMC.bin.10632,383,1903377,6303,40.15,79.55,1.72,our,2351526,1627,1513091,929.99,40.86,79.5,0,2,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Glaciecola;s__
GOMC.bin.10633,287,1839622,8844,65.45,87.31,4.47,our,2012817,1864,1643025,881.45,65.6,89.31,0,6,1,0,0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__
GOMC.bin.10634,520,3145641,7955,60.9,92.66,5.33,our,3213877,2803,2494022,889.77,61.76,79.29,1,4,1,2,0,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Longimonas;s__
GOMC.bin.10635,354,3020006,13194,66.22,94.48,2.03,our,3131562,2559,2491533,973.64,66.69,82.5,0,4,0,2,0,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__
GOMC.bin.10637,482,1599520,3716,33.9,58.57,0.95,our,2705010,1463,1169943,799.69,34.43,73.14,0,2,1,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus;s__
GOMC.bin.10643,847,2768796,3507,62.04,71.08,2.63,our,3792877,2646,2128500,804.42,62.26,76.87,6,4,0,0,0,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__UBA1268;g__UBA1268;s__UBA1268 sp009922585
GOMC.bin.10649,68,2525847,66647,60.46,99.41,0.62,our_OceanDNA,2525085,2501,2271568,908.26,60.87,89.93,0,2,1,1,1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__VMDJ01;s__
GOMC.bin.10650,370,1209203,3559,33.71,73.85,1.98,our,1604957,1149,931456,810.67,34.06,77.03,0,1,0,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex;s__Floccifex porci
GOMC.bin.10651,276,1234414,4979,52.52,71.37,0.63,our,1718701,1070,960765,897.91,53.99,77.83,0,1,0,2,0,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp000434475
GOMC.bin.10652,273,2041658,10922,42.57,72.3,1.51,our,2781230,1752,1655368,944.84,43.46,81.08,0,4,1,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__
GOMC.bin.10653,191,1710686,13987,35.69,87.15,0,our,1962921,1643,1490061,906.91,36.08,87.1,0,0,0,0,0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965
GOMC.bin.10654,118,1119932,14148,27.57,65.96,1.35,our,1674974,1053,948259,900.53,27.82,84.67,0,0,0,1,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__
GOMC.bin.10655,532,2692998,6713,30.57,75.25,3.01,our,3471015,2299,2000255,870.05,31.97,74.28,0,0,2,0,0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__
